DGX,Quest Diagnostics Incorporated,Health Care,Medical Specialities,https://www.nasdaq.com/symbol/dgx
QES,Quintana Energy Services Inc.,Energy,Oilfield Services/Equipment,https://www.nasdaq.com/symbol/qes
QHC,Quorum Health Corporation,Health Care,Hospital/Nursing Management,https://www.nasdaq.com/symbol/qhc
QUOT,Quotient Technology Inc.,Consumer Services,Advertising,https://www.nasdaq.com/symbol/quot
CTAA,Qwest Corporation,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/ctaa
CTBB,Qwest Corporation,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/ctbb
CTDD,Qwest Corporation,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/ctdd
CTU,Qwest Corporation,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/ctu
CTV,Qwest Corporation,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/ctv
CTW,Qwest Corporation,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/ctw
CTX,Qwest Corporation,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/ctx
CTY,Qwest Corporation,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/cty
CTZ,Qwest Corporation,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/ctz
RRD,R.R. Donnelley & Sons Company,Miscellaneous,Publishing,https://www.nasdaq.com/symbol/rrd
RDN,Radian Group Inc.,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/rdn
RAS,RAIT Financial Trust,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/ras
RAS^A,RAIT Financial Trust,n/a,n/a,https://www.nasdaq.com/symbol/ras^a
RAS^B,RAIT Financial Trust,n/a,n/a,https://www.nasdaq.com/symbol/ras^b
RAS^C,RAIT Financial Trust,n/a,n/a,https://www.nasdaq.com/symbol/ras^c
RFT,RAIT Financial Trust,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/rft
RFTA,RAIT Financial Trust,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/rfta
RL,Ralph Lauren Corporation,Consumer Non-Durables,Apparel,https://www.nasdaq.com/symbol/rl
RPT,Ramco-Gershenson Properties Trust,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/rpt
RPT^D,Ramco-Gershenson Properties Trust,n/a,n/a,https://www.nasdaq.com/symbol/rpt^d
RRC,Range Resources Corporation,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/rrc
RNGR,Ranger Energy Services, Inc.,Energy,Oilfield Services/Equipment,https://www.nasdaq.com/symbol/rngr
RJF,Raymond James Financial, Inc.,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/rjf
RYAM,Rayonier Advanced Materials Inc.,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/ryam
RYAM^A,Rayonier Advanced Materials Inc.,n/a,n/a,https://www.nasdaq.com/symbol/ryam^a
RYN,Rayonier Inc.,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/ryn
RTN,Raytheon Company,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/rtn
RMAX,RE/MAX Holdings, Inc.,Finance,Real Estate,https://www.nasdaq.com/symbol/rmax
RLGY,Realogy Holdings Corp.,Finance,Real Estate,https://www.nasdaq.com/symbol/rlgy
O,Realty Income Corporation,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/o
RHT,Red Hat, Inc.,Technology,Computer Software: Programming, Data Processing,https://www.nasdaq.com/symbol/rht
RLH,Red Lion Hotels Corporation,Consumer Services,Hotels/Resorts,https://www.nasdaq.com/symbol/rlh
RWT,Redwood Trust, Inc.,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/rwt
RBC,Regal Beloit Corporation,Consumer Durables,Metal Fabrications,https://www.nasdaq.com/symbol/rbc
RWGE,Regalwood Global Energy Ltd.,Finance,Business Services,https://www.nasdaq.com/symbol/rwge
RWGE.U,Regalwood Global Energy Ltd.,n/a,n/a,https://www.nasdaq.com/symbol/rwge.u
RWGE.WS,Regalwood Global Energy Ltd.,n/a,n/a,https://www.nasdaq.com/symbol/rwge.ws
REG,Regency Centers Corporation,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/reg
RM,Regional Management Corp.,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/rm
RF,Regions Financial Corporation,Finance,Major Banks,https://www.nasdaq.com/symbol/rf
RF^A,Regions Financial Corporation,n/a,n/a,https://www.nasdaq.com/symbol/rf^a
RF^B,Regions Financial Corporation,n/a,n/a,https://www.nasdaq.com/symbol/rf^b
RGS,Regis Corporation,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/rgs
RGA,Reinsurance Group of America, Incorporated,Finance,Life Insurance,https://www.nasdaq.com/symbol/rga
RZA,Reinsurance Group of America, Incorporated,Finance,Life Insurance,https://www.nasdaq.com/symbol/rza
RZB,Reinsurance Group of America, Incorporated,Finance,Life Insurance,https://www.nasdaq.com/symbol/rzb
RS,Reliance Steel & Aluminum Co.,Basic Industries,Metal Fabrications,https://www.nasdaq.com/symbol/rs
RENX,RELX N.V.,Consumer Services,Publishing,https://www.nasdaq.com/symbol/renx
RELX,RELX PLC,Consumer Services,Publishing,https://www.nasdaq.com/symbol/relx
RNR,RenaissanceRe Holdings Ltd.,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/rnr
RNR^C,RenaissanceRe Holdings Ltd.,n/a,n/a,https://www.nasdaq.com/symbol/rnr^c
RNR^E,RenaissanceRe Holdings Ltd.,n/a,n/a,https://www.nasdaq.com/symbol/rnr^e
SOL,Renesola Ltd.,Technology,Semiconductors,https://www.nasdaq.com/symbol/sol
RENN,Renren Inc.,Technology,EDP Services,https://www.nasdaq.com/symbol/renn
RSG,Republic Services, Inc.,Public Utilities,Environmental Services,https://www.nasdaq.com/symbol/rsg
RMD,ResMed Inc.,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/rmd
REN           ,Resolute Energy Corporation,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/ren
RFP,Resolute Forest Products Inc.,Basic Industries,Paper,https://www.nasdaq.com/symbol/rfp
RSO,Resource Capital Corp.,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/rso
RSO^B.CL,Resource Capital Corp.,n/a,n/a,https://www.nasdaq.com/symbol/rso^b.cl
RSO^C,Resource Capital Corp.,n/a,n/a,https://www.nasdaq.com/symbol/rso^c
QSR,Restaurant Brands International Inc.,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/qsr
RPAI,Retail Properties of America, Inc.,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/rpai
REVG,REV Group, Inc.,Capital Goods,Auto Manufacturing,https://www.nasdaq.com/symbol/revg
REV,Revlon, Inc.,Consumer Non-Durables,Package Goods/Cosmetics,https://www.nasdaq.com/symbol/rev
REX,REX American Resources Corporation,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/rex
REXR,Rexford Industrial Realty, Inc.,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/rexr
REXR^A,Rexford Industrial Realty, Inc.,n/a,n/a,https://www.nasdaq.com/symbol/rexr^a
REXR^B,Rexford Industrial Realty, Inc.,n/a,n/a,https://www.nasdaq.com/symbol/rexr^b
RXN,Rexnord Corporation,Technology,Industrial Machinery/Components,https://www.nasdaq.com/symbol/rxn
RXN^A,Rexnord Corporation,n/a,n/a,https://www.nasdaq.com/symbol/rxn^a
RH,RH,Consumer Services,Other Specialty Stores,https://www.nasdaq.com/symbol/rh
RMP,Rice Midstream Partners LP,Public Utilities,Natural Gas Distribution,https://www.nasdaq.com/symbol/rmp
RNG,Ringcentral, Inc.,Technology,EDP Services,https://www.nasdaq.com/symbol/rng
RIO,Rio Tinto Plc,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/rio
RBA,Ritchie Bros. Auctioneers Incorporated,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/rba
RAD,Rite Aid Corporation,Health Care,Medical/Nursing Services,https://www.nasdaq.com/symbol/rad
RMPL^,RiverNorth Marketplace Lending Corporation,n/a,n/a,https://www.nasdaq.com/symbol/rmpl^
RIV,RiverNorth Opportunities Fund, Inc.,n/a,n/a,https://www.nasdaq.com/symbol/riv
OPP,RiverNorth/DoubleLine Strategic Opportunity Fund, Inc.,n/a,n/a,https://www.nasdaq.com/symbol/opp
RLI,RLI Corp.,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/rli
RLJ,RLJ Lodging Trust,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/rlj
RLJ^A,RLJ Lodging Trust,n/a,n/a,https://www.nasdaq.com/symbol/rlj^a
RRTS,Roadrunner Transportation Systems, Inc,Transportation,Oil Refining/Marketing,https://www.nasdaq.com/symbol/rrts
RHI,Robert Half International Inc.,Technology,Professional Services,https://www.nasdaq.com/symbol/rhi
ROK,Rockwell Automation, Inc.,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/rok
COL,Rockwell Collins, Inc.,Capital Goods,Military/Government/Technical,https://www.nasdaq.com/symbol/col
RCI,Rogers Communication, Inc.,Consumer Services,Television Services,https://www.nasdaq.com/symbol/rci
ROG,Rogers Corporation,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/rog
ROL,Rollins, Inc.,Finance,Diversified Commercial Services,https://www.nasdaq.com/symbol/rol
ROP,Roper Technologies, Inc.,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/rop
RST,Rosetta Stone,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/rst
RDC,Rowan Companies plc,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/rdc
RY,Royal Bank Of Canada,Finance,Commercial Banks,https://www.nasdaq.com/symbol/ry
RY^T,Royal Bank Of Canada,n/a,n/a,https://www.nasdaq.com/symbol/ry^t
RBS,Royal Bank Scotland plc (The),Finance,Commercial Banks,https://www.nasdaq.com/symbol/rbs
RBS^S,Royal Bank Scotland plc (The),n/a,n/a,https://www.nasdaq.com/symbol/rbs^s
RCL,Royal Caribbean Cruises Ltd.,Consumer Services,Marine Transportation,https://www.nasdaq.com/symbol/rcl
RDS.A,Royal Dutch Shell PLC,n/a,n/a,https://www.nasdaq.com/symbol/rds.a
RDS.B,Royal Dutch Shell PLC,n/a,n/a,https://www.nasdaq.com/symbol/rds.b
RGT,Royce Global Value Trust, Inc.,n/a,n/a,https://www.nasdaq.com/symbol/rgt
RMT,Royce Micro-Cap Trust, Inc.,n/a,n/a,https://www.nasdaq.com/symbol/rmt
RVT,Royce Value Trust, Inc.,n/a,n/a,https://www.nasdaq.com/symbol/rvt
RES,RPC, Inc.,Energy,Oilfield Services/Equipment,https://www.nasdaq.com/symbol/res
RPM,RPM International Inc.,Basic Industries,Paints/Coatings,https://www.nasdaq.com/symbol/rpm
RSPP,RSP Permian, Inc.,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/rspp
RTEC,Rudolph Technologies, Inc.,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/rtec
RYB,RYB Education, Inc.,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/ryb
R,Ryder System, Inc.,Consumer Services,Rental/Leasing Companies,https://www.nasdaq.com/symbol/r
RYI,Ryerson Holding Corporation,Basic Industries,Metal Fabrications,https://www.nasdaq.com/symbol/ryi
RHP,Ryman Hospitality Properties, Inc.,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/rhp
SPGI,S&P Global Inc.,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/spgi
SBR,Sabine Royalty Trust,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/sbr
SB,Safe Bulkers, Inc,Transportation,Marine Transportation,https://www.nasdaq.com/symbol/sb
SB^C,Safe Bulkers, Inc,n/a,n/a,https://www.nasdaq.com/symbol/sb^c
SB^D,Safe Bulkers, Inc,n/a,n/a,https://www.nasdaq.com/symbol/sb^d
SFE,Safeguard Scientifics, Inc.,Finance,Finance/Investors Services,https://www.nasdaq.com/symbol/sfe
SAFE,Safety, Income & Growth Inc.,Consumer Services,Real Estate,https://www.nasdaq.com/symbol/safe
SAIL,SailPoint Technologies Holdings, Inc.,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/sail
CRM,Salesforce.com Inc,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/crm
SMM,Salient Midstream & MLP Fund,n/a,n/a,https://www.nasdaq.com/symbol/smm
SBH,Sally Beauty Holdings, Inc.,Consumer Services,Other Specialty Stores,https://www.nasdaq.com/symbol/sbh
SJT,San Juan Basin Royalty Trust,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/sjt
SN,Sanchez Energy Corporation,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/sn
SD,SandRidge Energy, Inc.,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/sd
SDT,SandRidge Mississippian Trust I,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/sdt
SDR,SandRidge Mississippian Trust II,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/sdr
PER,SandRidge Permian Trust,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/per
SNY,Sanofi,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/sny
SC,Santander Consumer USA Holdings Inc.,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/sc
SOV^C,Santander Holdings USA, Inc.,n/a,n/a,https://www.nasdaq.com/symbol/sov^c
SAP,SAP SE,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/sap
SAB,Saratoga Investment Corp,n/a,n/a,https://www.nasdaq.com/symbol/sab
SAR,Saratoga Investment Corp,n/a,n/a,https://www.nasdaq.com/symbol/sar
SSL,Sasol Ltd.,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/ssl
BFS,Saul Centers, Inc.,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/bfs
BFS^C,Saul Centers, Inc.,n/a,n/a,https://www.nasdaq.com/symbol/bfs^c
BFS^D,Saul Centers, Inc.,n/a,n/a,https://www.nasdaq.com/symbol/bfs^d
SCG,Scana Corporation,Public Utilities,Power Generation,https://www.nasdaq.com/symbol/scg
SLB,Schlumberger N.V.,Energy,Oilfield Services/Equipment,https://www.nasdaq.com/symbol/slb
SNDR,Schneider National, Inc.,Transportation,Trucking Freight/Courier Services,https://www.nasdaq.com/symbol/sndr
SWM,Schweitzer-Mauduit International, Inc.,Basic Industries,Paper,https://www.nasdaq.com/symbol/swm
SAIC,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION,Technology,EDP Services,https://www.nasdaq.com/symbol/saic
SALT,Scorpio Bulkers Inc.,Transportation,Marine Transportation,https://www.nasdaq.com/symbol/salt
SLTB,Scorpio Bulkers Inc.,Transportation,Marine Transportation,https://www.nasdaq.com/symbol/sltb
SBBC,Scorpio Tankers Inc.,Transportation,Marine Transportation,https://www.nasdaq.com/symbol/sbbc
SBNA,Scorpio Tankers Inc.,Transportation,Marine Transportation,https://www.nasdaq.com/symbol/sbna
STNG,Scorpio Tankers Inc.,Transportation,Marine Transportation,https://www.nasdaq.com/symbol/stng
SMG,Scotts Miracle-Gro Company (The),Basic Industries,Agricultural Chemicals,https://www.nasdaq.com/symbol/smg
KMM,Scudder Multi-Market Income Trust,n/a,n/a,https://www.nasdaq.com/symbol/kmm
KTF,Scudder Municiple Income Trust,n/a,n/a,https://www.nasdaq.com/symbol/ktf
KST,Scudder Strategic Income Trust,n/a,n/a,https://www.nasdaq.com/symbol/kst
KSM,Scudder Strategic Municiple Income Trust,n/a,n/a,https://www.nasdaq.com/symbol/ksm
SE,Sea Limited,n/a,n/a,https://www.nasdaq.com/symbol/se
SA,Seabridge Gold, Inc.,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/sa
CKH,SEACOR Holdings, Inc.,Transportation,Marine Transportation,https://www.nasdaq.com/symbol/ckh
SMHI,SEACOR Marine Holdings Inc.,Transportation,Marine Transportation,https://www.nasdaq.com/symbol/smhi
SDRL,Seadrill Limited,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/sdrl
SDLP,Seadrill Partners LLC,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/sdlp
SEE,Sealed Air Corporation,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/see
SSW,Seaspan Corporation,Transportation,Marine Transportation,https://www.nasdaq.com/symbol/ssw
SSW^D,Seaspan Corporation,n/a,n/a,https://www.nasdaq.com/symbol/ssw^d
SSW^E,Seaspan Corporation,n/a,n/a,https://www.nasdaq.com/symbol/ssw^e
SSW^G,Seaspan Corporation,n/a,n/a,https://www.nasdaq.com/symbol/ssw^g
SSW^H,Seaspan Corporation,n/a,n/a,https://www.nasdaq.com/symbol/ssw^h
SSWA,Seaspan Corporation,Transportation,Marine Transportation,https://www.nasdaq.com/symbol/sswa
SSWN,Seaspan Corporation,Transportation,Marine Transportation,https://www.nasdaq.com/symbol/sswn
SEAS,SeaWorld Entertainment, Inc.,Consumer Services,Services-Misc. Amusement & Recreation,https://www.nasdaq.com/symbol/seas
JBN,Select Asset Inc.,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/jbn
JBR,Select Asset Inc.,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/jbr
WTTR,Select Energy Services, Inc.,Energy,Oilfield Services/Equipment,https://www.nasdaq.com/symbol/wttr
SEM,Select Medical Holdings Corporation,Health Care,Hospital/Nursing Management,https://www.nasdaq.com/symbol/sem
SGZA,Selective Insurance Group, Inc.,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/sgza
SEMG,Semgroup Corporation,Energy,Oilfield Services/Equipment,https://www.nasdaq.com/symbol/semg
SMI,Semiconductor  Manufacturing International Corporation,Technology,Semiconductors,https://www.nasdaq.com/symbol/smi
SRE,Sempra Energy,Public Utilities,Natural Gas Distribution,https://www.nasdaq.com/symbol/sre
SRE^A,Sempra Energy,Public Utilities,Natural Gas Distribution,https://www.nasdaq.com/symbol/sre^a
SEND,SendGrid, Inc.,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/send
ST,Sensata Technologies Holding N.V.,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/st
SXT,Sensient Technologies Corporation,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/sxt
SQNS,Sequans Communications S.A.,Technology,Semiconductors,https://www.nasdaq.com/symbol/sqns
SRG,Seritage Growth Properties,Finance,Real Estate,https://www.nasdaq.com/symbol/srg
SRG^A,Seritage Growth Properties,n/a,n/a,https://www.nasdaq.com/symbol/srg^a
SCI,Service Corporation International,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/sci
SERV,ServiceMaster Global Holdings, Inc.,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/serv
NOW,ServiceNow, Inc.,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/now
SHAK,Shake Shack, Inc.,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/shak
SJR,Shaw Communications Inc.,Consumer Services,Television Services,https://www.nasdaq.com/symbol/sjr
SHLX,Shell Midstream Partners, L.P.,Energy,Natural Gas Distribution,https://www.nasdaq.com/symbol/shlx
SHW,Sherwin-Williams Company (The),Consumer Services,RETAIL: Building Materials,https://www.nasdaq.com/symbol/shw
SHG,Shinhan Financial Group Co Ltd,Finance,Major Banks,https://www.nasdaq.com/symbol/shg
SFL,Ship Finance International Limited,Transportation,Marine Transportation,https://www.nasdaq.com/symbol/sfl
SHOP,Shopify Inc.,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/shop
SSTK,Shutterstock, Inc.,Technology,EDP Services,https://www.nasdaq.com/symbol/sstk
SBGL,Sibanye Gold Limited,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/sbgl
SIG,Signet Jewelers Limited,Consumer Services,Consumer Specialties,https://www.nasdaq.com/symbol/sig
SBOW,SilverBow Resorces, Inc.,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/sbow
SPG,Simon Property Group, Inc.,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/spg
SPG^J,Simon Property Group, Inc.,n/a,n/a,https://www.nasdaq.com/symbol/spg^j
SSD,Simpson Manufacturing Company, Inc.,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/ssd
SHI,SINOPEC Shangai Petrochemical Company, Ltd.,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/shi
SITE,SiteOne Landscape Supply, Inc.,Consumer Non-Durables,Farming/Seeds/Milling,https://www.nasdaq.com/symbol/site
SIX,Six Flags Entertainment Corporation New,Consumer Services,Services-Misc. Amusement & Recreation,https://www.nasdaq.com/symbol/six
SJW,SJW Group,Public Utilities,Water Supply,https://www.nasdaq.com/symbol/sjw
SKM,SK Telecom Co., Ltd.,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/skm
SKX,Skechers U.S.A., Inc.,Consumer Non-Durables,Shoe Manufacturing,https://www.nasdaq.com/symbol/skx
SLG,SL Green Realty Corporation,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/slg
SLG^I,SL Green Realty Corporation,n/a,n/a,https://www.nasdaq.com/symbol/slg^i
SM,SM Energy Company,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/sm
SFS,Smart,Consumer Services,Food Chains,https://www.nasdaq.com/symbol/sfs
SNN,Smith & Nephew SNATS, Inc.,Health Care,Industrial Specialties,https://www.nasdaq.com/symbol/snn
AOS,Smith (A.O.) Corporation,Consumer Durables,Consumer Electronics/Appliances,https://www.nasdaq.com/symbol/aos
SNAP,Snap Inc.,Technology,Computer Software: Programming, Data Processing,https://www.nasdaq.com/symbol/snap
SNA,Snap-On Incorporated,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/sna
IPOA,Social Capital Hedosophia Holdings Corp.,Finance,Business Services,https://www.nasdaq.com/symbol/ipoa
IPOA.U,Social Capital Hedosophia Holdings Corp.,n/a,n/a,https://www.nasdaq.com/symbol/ipoa.u
IPOA.WS,Social Capital Hedosophia Holdings Corp.,n/a,n/a,https://www.nasdaq.com/symbol/ipoa.ws
SQM,Sociedad Quimica y Minera S.A.,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),https://www.nasdaq.com/symbol/sqm
SOGO,Sogou Inc.,Technology,EDP Services,https://www.nasdaq.com/symbol/sogo
SOI,Solaris Oilfield Infrastructure, Inc.,Energy,Metal Fabrications,https://www.nasdaq.com/symbol/soi
SAH,Sonic Automotive, Inc.,Consumer Durables,Automotive Aftermarket,https://www.nasdaq.com/symbol/sah
SON,Sonoco Products Company,Consumer Durables,Containers/Packaging,https://www.nasdaq.com/symbol/son
SNE,Sony Corp Ord,Consumer Non-Durables,Consumer Electronics/Appliances,https://www.nasdaq.com/symbol/sne
BID,Sotheby&#39;s,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/bid
SOR,Source Capital, Inc.,n/a,n/a,https://www.nasdaq.com/symbol/sor
SJI,South Jersey Industries, Inc.,Public Utilities,Oil/Gas Transmission,https://www.nasdaq.com/symbol/sji
SXE,Southcross Energy Partners, L.P.,Public Utilities,Natural Gas Distribution,https://www.nasdaq.com/symbol/sxe
SCE^G,Southern California Edison Company,n/a,n/a,https://www.nasdaq.com/symbol/sce^g
SCE^H,Southern California Edison Company,n/a,n/a,https://www.nasdaq.com/symbol/sce^h
SCE^J,Southern California Edison Company,n/a,n/a,https://www.nasdaq.com/symbol/sce^j
SCE^K,Southern California Edison Company,n/a,n/a,https://www.nasdaq.com/symbol/sce^k
SCE^L,Southern California Edison Company,n/a,n/a,https://www.nasdaq.com/symbol/sce^l
SO,Southern Company (The),Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/so
SOJA,Southern Company (The),Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/soja
SOJB,Southern Company (The),Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/sojb
SOJC,Southern Company (The),Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/sojc
SCCO,Southern Copper Corporation,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/scco
LUV,Southwest Airlines Company,Transportation,Air Freight/Delivery Services,https://www.nasdaq.com/symbol/luv
SWX,Southwest Gas Holdings, Inc.,Public Utilities,Oil & Gas Production,https://www.nasdaq.com/symbol/swx
SWN,Southwestern Energy Company,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/swn
SPA,Sparton Corporation,Technology,Electrical Products,https://www.nasdaq.com/symbol/spa
SPE,Special Opportunities Fund Inc.,n/a,n/a,https://www.nasdaq.com/symbol/spe
SPE^B,Special Opportunities Fund Inc.,n/a,n/a,https://www.nasdaq.com/symbol/spe^b
SEP,Spectra Energy Partners, LP,Public Utilities,Natural Gas Distribution,https://www.nasdaq.com/symbol/sep
SPB           ,Spectrum Brands Holdings, Inc.,Miscellaneous,Industrial Machinery/Components,https://www.nasdaq.com/symbol/spb
TRK,Speedway Motorsports, Inc.,Consumer Services,Services-Misc. Amusement & Recreation,https://www.nasdaq.com/symbol/trk
SR,Spire Inc.,Public Utilities,Oil/Gas Transmission,https://www.nasdaq.com/symbol/sr
SPR,Spirit Aerosystems Holdings, Inc.,Capital Goods,Military/Government/Technical,https://www.nasdaq.com/symbol/spr
SAVE,Spirit Airlines, Inc.,Transportation,Air Freight/Delivery Services,https://www.nasdaq.com/symbol/save
SRC,Spirit Realty Capital, Inc.,Consumer Services,Building operators,https://www.nasdaq.com/symbol/src
SRC^A,Spirit Realty Capital, Inc.,n/a,n/a,https://www.nasdaq.com/symbol/src^a
SRLP,Sprague Resources LP,Energy,Oil Refining/Marketing,https://www.nasdaq.com/symbol/srlp
S,Sprint Corporation,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/s
SPXC,SPX Corporation,Technology,Industrial Machinery/Components,https://www.nasdaq.com/symbol/spxc
FLOW,SPX FLOW, Inc.,Technology,Industrial Machinery/Components,https://www.nasdaq.com/symbol/flow
SQ,Square, Inc.,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/sq
JOE,St. Joe Company (The),Consumer Services,Homebuilding,https://www.nasdaq.com/symbol/joe
STAG,Stag Industrial, Inc.,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/stag
STAG^B,Stag Industrial, Inc.,n/a,n/a,https://www.nasdaq.com/symbol/stag^b
STAG^C,Stag Industrial, Inc.,n/a,n/a,https://www.nasdaq.com/symbol/stag^c
SSI,Stage Stores, Inc.,Consumer Services,Clothing/Shoe/Accessory Stores,https://www.nasdaq.com/symbol/ssi
SMP,Standard Motor Products, Inc.,Capital Goods,Auto Parts:O.E.M.,https://www.nasdaq.com/symbol/smp
SXI,Standex International Corporation,Technology,Industrial Machinery/Components,https://www.nasdaq.com/symbol/sxi
SWJ,Stanley Black & Decker, Inc.,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/swj
SWK,Stanley Black & Decker, Inc.,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/swk
SWP,Stanley Black & Decker, Inc.,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/swp
STN,Stantec Inc,Consumer Services,Military/Government/Technical,https://www.nasdaq.com/symbol/stn
SGU,Star Group, L.P.,Consumer Services,Other Specialty Stores,https://www.nasdaq.com/symbol/sgu
